순번,언어,발행처,BRM,자료명
195,영어,Norwegian Institute for Air Research,"농림 / 농업·농촌,환경 / 대기",Critical Insights into Untargeted GC-HRMS Analysis: Exploring Volatile Organic Compounds in Italian Ambient Air
196,영어,Norwegian Institute for Air Research,"산업·통상·중소기업 / 에너지및자원개발,환경 / 환경일반",Addressing the advantages and limitations of using Aethalometer data to determine the optimal absorption Ångström exponents (AAEs) values for eBC source apportionment
197,영어,Norwegian Institute for Air Research,"농림 / 농업·농촌,환경 / 환경일반",The active layer soils of Greenlandic permafrost areas can function as important sinks for volatile organic compounds
198,영어,Norwegian Institute for Air Research,"환경 / 대기,환경 / 환경일반",Aerosol hygroscopicity influenced by seasonal chemical composition variations in the Arctic region
199,영어,Norwegian Institute for Air Research,"농림 / 농업·농촌,환경 / 환경일반",Volatile Organic Compounds of Diverse Origins and Their Changes Associated With Cultivar Decay in a Fungus-Farming Termite
200,영어,Norwegian Institute for Air Research,"과학기술 / 과학기술연구,문화체육관광 / 문화예술",MusicReco: Interactive Interface Modelling with User-Centered Design in a Music Recommendation System
201,영어,Norwegian Institute for Air Research,"과학기술 / 과학기술연구,보건 / 보건의료","Stress management with HRV following AI, semantic ontology, genetic algorithm and tree explainer"
202,영어,Peace Research Institute Oslo,"통일·외교 / 외교,환경 / 상하수도·수질",Bridging Gaps in Water Governance: Addressing Conflict and Climate Challenges
203,영어,Peace Research Institute Oslo,"사회복지 / 취약계층지원,통일·외교 / 외교",Consequences of the Israeli UNRWA Ban
204,영어,Peace Research Institute Oslo,"사회복지 / 취약계층지원,통일·외교 / 외교",Future Migration as Present Fact (FUMI) Survey Documentation
205,영어,Bureau of Transportation Statistics,"교통및물류 / 해운·항만,일반공공행정 / 국가통계",Port Performance Freight Statistics: 2025 Annual Report
206,영어,U.S. Department of State,"공공질서및안전 / 안전관리,보건 / 보건의료",2025 International Narcotics Control Strategy Report - Volume 1: Drug and Chemical Control
207,영어,U.S. Department of State,"공공질서및안전 / 안전관리,보건 / 보건의료",2025 International Narcotics Control Strategy Report - Volume 2: Money Laundering
208,영어,U.S. Department of Defense,"국방 / 병무행정,일반공공행정 / 국정운영",FY2024 Annual Performance Report for the DOD Strategic Management Plan for FYs 2022 – 2026
209,영어,U.S. Department of Defense,"국방 / 병무행정,일반공공행정 / 국정운영","Planning, Programming, Budgeting, and Execution Reform Implementation Plan"
210,영어,U.S. Department of Defense,"국방 / 병무행정,일반공공행정 / 국정운영",FY2025 Investment Strategy for Office of Strategic Capital
211,영어,Cato Institute,"공공질서및안전 / 안전관리,일반공공행정 / 국민권익·인권",Risk Analysis of Mass Shootings Committed by Immigrants and Native-Born Americans
212,영어,Cato Institute,"교육 / 유아및초·중등교육,일반공공행정 / 지방행정·재정지원",Cutting School Food Subsidies
213,영어,Cato Institute,"산업·통상·중소기업 / 에너지및자원개발,일반공공행정 / 재정·금융",The Budgetary Cost of the Inflation Reduction Act’s Energy Subsidies
214,영어,Cato Institute,"공공질서및안전 / 안전관리,일반공공행정 / 재정·금융","Terrorism and Immigration: 50 Years of Foreign-Born Terrorism on US Soil, 1975–2024"
215,영어,Cato Institute,"산업·통상·중소기업 / 산업금융,일반공공행정 / 지방행정·재정지원",Corporate Welfare in the Federal Budget
216,영어,Cato Institute,"사회복지 / 취약계층지원,통일·외교 / 외교",Immigrant and Native Consumption of Means-Tested Welfare and Entitlement Benefits in 2022
217,영어,Cato Institute,"사회복지 / 취약계층지원,일반공공행정 / 지방행정·재정지원",Congress Can’t Outgrow or Inflate Away the Social Security Financing Problem
218,영어,Cato Institute,"교통및물류 / 물류등기타,재정·세제·금융 / 세제","Subsidizing Transport: How Much Do Taxpayers Pay for Rail, Road, and Air Travel?"
219,영어,Cato Institute,"교육 / 고등교육,일반공공행정 / 재정·금융",Ending Federal Student Loans: There Is a Small Window of Opportunity to Get the Government out of Student Lending
220,영어,"Centre for Economic Policy research, UK","산업·통상·중소기업 / 산업진흥·고도화,재정·세제·금융 / 금융",How large is the investment gap in the EU and how to close it?
221,영어,"Centre for Economic Policy research, UK","일반공공행정 / 재정·금융,통일·외교 / 외교",Replacing foreign aid: A macroeconomic plan B for Ukraine (and Europe)
222,영어,"Centre for Economic Policy research, UK","산업·통상·중소기업 / 무역및투자유치,산업·통상·중소기업 / 에너지및자원개발",Contracts in the reform of the EU electricity market
223,영어,"Centre for Economic Policy research, UK","국방 / 병무행정,산업·통상·중소기업 / 산업진흥·고도화",Innovation for economic resilience: Strengthening Ukraine´s human capital and science sector
224,영어,Center for Global Development,"사회복지 / 취약계층지원,산업·통상·중소기업 / 산업·중소기업일반",Cash and Small Business Groups for Ugandans and Refugees
225,영어,Center for Global Development,"보건 / 보건의료,사회복지 / 취약계층지원",A New Era for Global Health: Can African Countries Agree a New Compact with External Donors?
226,영어,Center for Global Development,"사회복지 / 취약계층지원,통일·외교 / 외교",The Future of Official Development Assistance: Incremental Improvements or Radical Reform?
227,영어,Center for Global Development,"산업·통상·중소기업 / 산업진흥·고도화,통일·외교 / 외교",The East Asian Miracle Remembered: Tiger Secrets Hidden in Plain Sight
228,영어,Demos,"문화체육관광 / 문화예술,일반공공행정 / 국정운영",How do we re-energise Britain’s Museums?
229,영어,Demos,"사회복지 / 고용노동,일반공공행정 / 일반행정",Mission-Ready Nation: Enabling mass mobilisation around national missions
230,영어,Demos,"산업·통상·중소기업 / 산업진흥·고도화,재정·세제·금융 / 금융",“I need help now”: Trends in online conversations about poverty over 14 years of Conservative government
231,영어,Demos,"일반공공행정 / 재정·금융,재정·세제·금융 / 기획재정",Infrastructure for the future: Fixing the foundations of growth in Britain
232,영어,Demos,"지역개발 / 지역및도시,사회복지 / 주택","Implementing Good Home Hubs: The demand, costs, finance and delivery"
233,영어,Demos,"공공질서및안전 / 안전관리,사회복지 / 사회복지일반",Social Capital 2025: The case for strengthening social bonds to prevent crime
234,영어,Demos,"산업·통상·중소기업 / 산업진흥·고도화,통신 / 방송통신",Epistemic Security 2029: Fortifying the UK’s information supply chain to tackle the democratic emergency
235,영어,Demos,"일반공공행정 / 일반행정,일반공공행정 / 국정운영",Mobilisation Nation: Why the government’s missions need enabling reforms
236,영어,Demos,"공공질서및안전 / 안전관리,일반공공행정 / 국정운영",The Preventative Shift: How can we embed prevention and achieve long term missions
237,영어,Demos,"사회복지 / 사회복지일반,일반공공행정 / 재정·금융",Social Capital 2025: Reinforcing the bedrock of the nation’s health
238,영어,Demos,"일반공공행정 / 국민권익·인권,통신 / 방송통신","Advancing Digital Rights in 2025: Trends, Challenges and Opportunities in the UK, EU and global landscape"
239,영어,Demos,"교육 / 고등교육,문화체육관광 / 문화예술",Facing the Music: Meeting the ambitions of the national plan for music education
240,영어,U.S. Government Accountability Office,"사회복지 / 취약계층지원,재정·세제·금융 / 기획재정",Temporary Assistance for Needy Families: HHS Needs to Strengthen Oversight of Single Audit Findings
241,영어,U.S. Government Accountability Office,"공공질서및안전 / 안전관리,보건 / 식품의약안전",Combatting Illicit Drugs: Improvements Needed for Coordinating Federal Investigations
242,영어,U.S. Government Accountability Office,"보건 / 보건의료,사회복지 / 보건의료",Public Health Preparedness: Reliable Information Needed to Inform Situational Awareness of the Medical Reserve Corps
243,영어,U.S. Government Accountability Office,"국방 / 병무행정,보건 / 보건의료",Civilian Workforce: DOD Is Implementing Actions to Address Challenges with Accessing Health Care in Japan and Guam
244,영어,U.S. Government Accountability Office,"공공질서및안전 / 경찰,사회복지 / 고용노동",Federal Police Officers: Considerations on Retirement and Pay
245,영어,U.S. Government Accountability Office,"공공질서및안전 / 법무및검찰,일반공공행정 / 국정운영",2024 Lobbying Disclosure: Observations on Compliance with Requirements
246,영어,U.S. Government Accountability Office,"공공질서및안전 / 법무및검찰,보건 / 식품의약안전",State Department: Bureau of International Narcotics and Law Enforcement Affairs Needs to Fully Address Prior GAO Recommendations
247,영어,U.S. Government Accountability Office,"산업·통상·중소기업 / 산업·중소기업일반,산업·통상·중소기업 / 산업금융",Small Business Pilot Program: SBA Has Opportunities to Evaluate Outcomes and Enhance Fraud Risk Mitigation
248,영어,U.S. Government Accountability Office,"일반공공행정 / 일반행정,통일·외교 / 외교",Passport Processing: State Department Should Identify Milestones and Resource Needs for Its Plans to Avoid Future Delays
249,영어,U.S. Government Accountability Office,"일반공공행정 / 국민권익·인권,일반공공행정 / 국정운영",Grants Management: Recent Guidance Could Enhance Subaward Oversight
250,영어,U.S. Government Accountability Office,"일반공공행정 / 재정·금융,재정·세제·금융 / 금융",Bank Capital Reforms: U.S. Agencies´ Participation in the Development of the International Basel Committee Standards
